type,city,district,session,name,photo,party,gender,age,education,hair,opinion,lat,lon
分區立委,台南市,第2選區,,黃偉哲,http://g0v-data.github.io/cec-crawler/images/000-%E8%87%BA%E5%8D%97%E5%B8%82-%E7%AC%AC2%E9%81%B8%E8%88%89%E5%8D%80-1-%E9%BB%83%E5%81%89%E5%93%B2.jpg,民主進步黨,M,53,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303141313232323235363634,23.167052,120.324041
分區立委,台南市,第3選區,安南區 北區 中西區,謝龍介,http://g0v-data.github.io/cec-crawler/images/000-%E8%87%BA%E5%8D%97%E5%B8%82-%E7%AC%AC3%E9%81%B8%E8%88%89%E5%8D%80-1-%E8%AC%9D%E9%BE%8D%E4%BB%8B.jpg,中國國民黨,M,55,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303144313230343338313230,23.020892,120.194085
分區立委,台南市,第3選區,,陳亭妃,http://g0v-data.github.io/cec-crawler/images/000-%E8%87%BA%E5%8D%97%E5%B8%82-%E7%AC%AC3%E9%81%B8%E8%88%89%E5%8D%80-3-%E9%99%B3%E4%BA%AD%E5%A6%83.jpg,民主進步黨,F,42,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303144323230383731343736,23.020892,120.194085
分區立委,台南市,第4選區,安平區 南區 東區,陳淑慧,http://g0v-data.github.io/cec-crawler/images/000-%E8%87%BA%E5%8D%97%E5%B8%82-%E7%AC%AC4%E9%81%B8%E8%88%89%E5%8D%80-3-%E9%99%B3%E6%B7%91%E6%85%A7.jpg,中國國民黨,F,59,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303145323032333030343438,22.981399,120.155706
分區立委,台南市,第4選區,,林俊憲,http://g0v-data.github.io/cec-crawler/images/000-%E8%87%BA%E5%8D%97%E5%B8%82-%E7%AC%AC4%E9%81%B8%E8%88%89%E5%8D%80-1-%E6%9E%97%E4%BF%8A%E6%86%B2.jpg,民主進步黨,M,51,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303144313230333231333939,22.981399,120.155706
分區立委,台南市,第5選區,永康區 仁德區 歸仁區 關廟區 龍崎區,林易煌,http://g0v-data.github.io/cec-crawler/images/000-%E8%87%BA%E5%8D%97%E5%B8%82-%E7%AC%AC5%E9%81%B8%E8%88%89%E5%8D%80-3-%E6%9E%97%E6%98%93%E7%85%8C.jpg,中國國民黨,M,52,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/31303430343030314c313230383932383236,23.000263,120.328408
分區立委,台南市,第5選區,,王定宇,http://g0v-data.github.io/cec-crawler/images/000-%E8%87%BA%E5%8D%97%E5%B8%82-%E7%AC%AC5%E9%81%B8%E8%88%89%E5%8D%80-1-%E7%8E%8B%E5%AE%9A%E5%AE%87.jpg,民主進步黨,M,47,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303153313231373737373533,23.000263,120.328408
分區立委,高雄市,第1選區,那瑪夏區 桃源區 甲仙區 內門區 杉林區 六龜區 阿蓮區 田寮區 旗山區 美濃區 茂林區 燕巢區 大社區 大樹區,鍾易仲,http://g0v-data.github.io/cec-crawler/images/000-%E9%AB%98%E9%9B%84%E5%B8%82-%E7%AC%AC1%E9%81%B8%E8%88%89%E5%8D%80-2-%E9%8D%BE%E6%98%93%E4%BB%B2.jpg,中國國民黨,M,34,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303153313233353135303931,22.966279,120.577326
分區立委,高雄市,第1選區,,邱議瑩,http://g0v-data.github.io/cec-crawler/images/000-%E9%AB%98%E9%9B%84%E5%B8%82-%E7%AC%AC1%E9%81%B8%E8%88%89%E5%8D%80-1-%E9%82%B1%E8%AD%B0%E7%91%A9.jpg,民主進步黨,F,45,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303154323230333133333437,22.966279,120.577326
分區立委,高雄市,第2選區,茄萣區 湖內區 路竹區 永安區 岡山區 彌陀區 梓官區 橋頭區,黃韻涵,http://g0v-data.github.io/cec-crawler/images/000-%E9%AB%98%E9%9B%84%E5%B8%82-%E7%AC%AC2%E9%81%B8%E8%88%89%E5%8D%80-2-%E9%BB%83%E9%9F%BB%E6%B6%B5.jpg,中國國民黨,F,32,大學,長,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303153323234303439393435,22.777761,120.229681
分區立委,高雄市,第2選區,,邱志偉,http://g0v-data.github.io/cec-crawler/images/000-%E9%AB%98%E9%9B%84%E5%B8%82-%E7%AC%AC2%E9%81%B8%E8%88%89%E5%8D%80-1-%E9%82%B1%E5%BF%97%E5%81%89.jpg,民主進步黨,M,44,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303154313230383934393037,22.777761,120.229681
分區立委,高雄市,第3選區,楠梓區 左營區,張顯耀,http://g0v-data.github.io/cec-crawler/images/000-%E9%AB%98%E9%9B%84%E5%B8%82-%E7%AC%AC3%E9%81%B8%E8%88%89%E5%8D%80-3-%E5%BC%B5%E9%A1%AF%E8%80%80.jpg,中國國民黨,M,53,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/31303430343030314d313230313035363233,22.703403,120.286029
分區立委,高雄市,第3選區,,劉世芳,http://g0v-data.github.io/cec-crawler/images/000-%E9%AB%98%E9%9B%84%E5%B8%82-%E7%AC%AC3%E9%81%B8%E8%88%89%E5%8D%80-4-%E5%8A%89%E4%B8%96%E8%8A%B3.jpg,民主進步黨,F,57,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303141323231383537363030,22.703403,120.286029
分區立委,高雄市,第4選區,仁武區 鳥松區 大寮區 林園區,郭倫豪,http://g0v-data.github.io/cec-crawler/images/000-%E9%AB%98%E9%9B%84%E5%B8%82-%E7%AC%AC4%E9%81%B8%E8%88%89%E5%8D%80-1-%E9%83%AD%E5%80%AB%E8%B1%AA.jpg,中國國民黨,M,41,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303145313232323934383530,22.384603,120.600112
分區立委,高雄市,第4選區,,林岱樺,http://g0v-data.github.io/cec-crawler/images/000-%E9%AB%98%E9%9B%84%E5%B8%82-%E7%AC%AC4%E9%81%B8%E8%88%89%E5%8D%80-3-%E6%9E%97%E5%B2%B1%E6%A8%BA.jpg,民主進步黨,F,44,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303153323230383331393239,22.384603,120.600112
分區立委,高雄市,第5選區,鼓山區 鹽埕區 旗津區 三民區42里,蔡金晏,http://g0v-data.github.io/cec-crawler/images/000-%E9%AB%98%E9%9B%84%E5%B8%82-%E7%AC%AC5%E9%81%B8%E8%88%89%E5%8D%80-1-%E8%94%A1%E9%87%91%E6%99%8F.jpg,中國國民黨,M,38,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303145313232363037303830,22.560571,120.308587
分區立委,高雄市,第5選區,,管碧玲,http://g0v-data.github.io/cec-crawler/images/000-%E9%AB%98%E9%9B%84%E5%B8%82-%E7%AC%AC5%E9%81%B8%E8%88%89%E5%8D%80-2-%E7%AE%A1%E7%A2%A7%E7%8E%B2.jpg,民主進步黨,F,60,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/31303430343030314c323230303033373431,22.560571,120.308587
分區立委,高雄市,第6選區,三民區45里,黃柏霖,http://g0v-data.github.io/cec-crawler/images/000-%E9%AB%98%E9%9B%84%E5%B8%82-%E7%AC%AC6%E9%81%B8%E8%88%89%E5%8D%80-1-%E9%BB%83%E6%9F%8F%E9%9C%96.jpg,中國國民黨,M,49,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303145313230373839383635,22.648049,120.33022
分區立委,高雄市,第6選區,,李昆澤,http://g0v-data.github.io/cec-crawler/images/000-%E9%AB%98%E9%9B%84%E5%B8%82-%E7%AC%AC6%E9%81%B8%E8%88%89%E5%8D%80-2-%E6%9D%8E%E6%98%86%E6%BE%A4.jpg,民主進步黨,M,52,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303147313230353539383233,22.648049,120.33022
分區立委,高雄市,第7選區,前金區 新興區 苓雅區 前鎮區8里,莊啟旺,http://g0v-data.github.io/cec-crawler/images/000-%E9%AB%98%E9%9B%84%E5%B8%82-%E7%AC%AC7%E9%81%B8%E8%88%89%E5%8D%80-3-%E8%8E%8A%E5%95%9F%E6%97%BA.jpg,中國國民黨,M,62,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303145313032323632343936,22.60606,120.325757
分區立委,高雄市,第7選區,,趙天麟,http://g0v-data.github.io/cec-crawler/images/000-%E9%AB%98%E9%9B%84%E5%B8%82-%E7%AC%AC7%E9%81%B8%E8%88%89%E5%8D%80-1-%E8%B6%99%E5%A4%A9%E9%BA%9F.jpg,民主進步黨,M,43,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303155313231313635343630,22.60606,120.325757
分區立委,高雄市,第8選區,鳳山區,黃璽文,http://g0v-data.github.io/cec-crawler/images/000-%E9%AB%98%E9%9B%84%E5%B8%82-%E7%AC%AC8%E9%81%B8%E8%88%89%E5%8D%80-4-%E9%BB%83%E7%92%BD%E6%96%87.jpg,中國國民黨,M,44,高中,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303153313230323231343538,22.557789,120.489867
分區立委,高雄市,第8選區,,許智傑,http://g0v-data.github.io/cec-crawler/images/000-%E9%AB%98%E9%9B%84%E5%B8%82-%E7%AC%AC8%E9%81%B8%E8%88%89%E5%8D%80-7-%E8%A8%B1%E6%99%BA%E5%82%91.jpg,民主進步黨,M,50,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303151313231313731353731,22.557789,120.489867
分區立委,高雄市,第9選區,前鎮區51里 小港區,林國正,http://g0v-data.github.io/cec-crawler/images/000-%E9%AB%98%E9%9B%84%E5%B8%82-%E7%AC%AC9%E9%81%B8%E8%88%89%E5%8D%80-3-%E6%9E%97%E5%9C%8B%E6%AD%A3.jpg,中國國民黨,M,50,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/31303430343030314c313230383134313137,22.471223,120.434745
分區立委,高雄市,第9選區,,賴瑞隆,http://g0v-data.github.io/cec-crawler/images/000-%E9%AB%98%E9%9B%84%E5%B8%82-%E7%AC%AC9%E9%81%B8%E8%88%89%E5%8D%80-2-%E8%B3%B4%E7%91%9E%E9%9A%86.jpg,民主進步黨,M,43,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/31303430343030314e313231373837373733,22.471223,120.434745
分區立委,基隆市,全市,,蔡適應,http://g0v-data.github.io/cec-crawler/images/017-%E5%9F%BA%E9%9A%86%E5%B8%82-%E9%81%B8%E8%88%89%E5%8D%80-4-%E8%94%A1%E9%81%A9%E6%87%89.jpg,民主進步黨,M,43,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303146313233393936323635,25.136608,121.800769
分區立委,基隆市,全市,,郝龍斌,http://g0v-data.github.io/cec-crawler/images/017-%E5%9F%BA%E9%9A%86%E5%B8%82-%E9%81%B8%E8%88%89%E5%8D%80-3-%E9%83%9D%E9%BE%8D%E6%96%8C.jpg,中國國民黨,M,64,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303146313030333435383935,25.136608,121.800769
分區立委,宜蘭縣,全縣,,李志鏞,http://g0v-data.github.io/cec-crawler/images/002-%E5%AE%9C%E8%98%AD%E7%B8%A3-%E9%81%B8%E8%88%89%E5%8D%80-4-%E6%9D%8E%E5%BF%97%E9%8F%9E.jpg,中國國民黨,M,50,專科,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303147313230393531333732,24.48655,121.814502
分區立委,宜蘭縣,全縣,,陳歐珀,http://g0v-data.github.io/cec-crawler/images/002-%E5%AE%9C%E8%98%AD%E7%B8%A3-%E9%81%B8%E8%88%89%E5%8D%80-1-%E9%99%B3%E6%AD%90%E7%8F%80.jpg,民主進步黨,M,54,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303147313230343936343833,24.48655,121.814502
分區立委,桃園市,第1選區,蘆竹鄉 龜山鄉 桃園市10里,鄭運鵬,http://g0v-data.github.io/cec-crawler/images/000-%E6%A1%83%E5%9C%92%E5%B8%82-%E7%AC%AC1%E9%81%B8%E8%88%89%E5%8D%80-1-%E9%84%AD%E9%81%8B%E9%B5%AC.jpg,民主進步黨,M,43,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303141313232313633333437,,
分區立委,桃園市,第1選區,,陳根德,http://g0v-data.github.io/cec-crawler/images/000-%E6%A1%83%E5%9C%92%E5%B8%82-%E7%AC%AC1%E9%81%B8%E8%88%89%E5%8D%80-2-%E9%99%B3%E6%A0%B9%E5%BE%B7.jpg,中國國民黨,M,60,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303148313031373730343031,,
分區立委,桃園市,第2選區,大園鄉 觀音鄉 新屋鄉 楊梅市,陳賴素美,http://g0v-data.github.io/cec-crawler/images/000-%E6%A1%83%E5%9C%92%E5%B8%82-%E7%AC%AC2%E9%81%B8%E8%88%89%E5%8D%80-5-%E9%99%B3%E8%B3%B4%E7%B4%A0%E7%BE%8E.jpg,民主進步黨,F,52,大學,長,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/31303430343030314a323230383137393638,,
分區立委,桃園市,第2選區,,廖正井,http://g0v-data.github.io/cec-crawler/images/000-%E6%A1%83%E5%9C%92%E5%B8%82-%E7%AC%AC2%E9%81%B8%E8%88%89%E5%8D%80-3-%E5%BB%96%E6%AD%A3%E4%BA%95.jpg,中國國民黨,M,71,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/31303430343030314a313031343137333131,,
分區立委,桃園市,第3選區,中壢市69里,陳學聖,http://g0v-data.github.io/cec-crawler/images/000-%E6%A1%83%E5%9C%92%E5%B8%82-%E7%AC%AC3%E9%81%B8%E8%88%89%E5%8D%80-5-%E9%99%B3%E5%AD%B8%E8%81%96.jpg,中國國民黨,M,59,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303141313231363731333430,,
分區立委,桃園市,第3選區,,徐景文,http://g0v-data.github.io/cec-crawler/images/000-%E6%A1%83%E5%9C%92%E5%B8%82-%E7%AC%AC3%E9%81%B8%E8%88%89%E5%8D%80-2-%E5%BE%90%E6%99%AF%E6%96%87.jpg,民主進步黨,M,54,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303148313231363938373836,,
分區立委,桃園市,第4選區,桃園市66里,楊麗環,http://g0v-data.github.io/cec-crawler/images/000-%E6%A1%83%E5%9C%92%E5%B8%82-%E7%AC%AC4%E9%81%B8%E8%88%89%E5%8D%80-1-%E6%A5%8A%E9%BA%97%E7%92%B0.jpg,中國國民黨,F,59,博士,中,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303148323230323039323233,,
分區立委,桃園市,第4選區,,鄭寶清,http://g0v-data.github.io/cec-crawler/images/000-%E6%A1%83%E5%9C%92%E5%B8%82-%E7%AC%AC4%E9%81%B8%E8%88%89%E5%8D%80-2-%E9%84%AD%E5%AF%B6%E6%B8%85.jpg,民主進步黨,M,61,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303148313031383630363838,,
分區立委,桃園市,第5選區,平鎮市 龍潭鄉,呂玉玲,http://g0v-data.github.io/cec-crawler/images/000-%E6%A1%83%E5%9C%92%E5%B8%82-%E7%AC%AC5%E9%81%B8%E8%88%89%E5%8D%80-1-%E5%91%82%E7%8E%89%E7%8E%B2.jpg,中國國民黨,F,55,專科,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303148323230353538363035,,
分區立委,桃園市,第5選區,,張肇良,http://g0v-data.github.io/cec-crawler/images/000-%E6%A1%83%E5%9C%92%E5%B8%82-%E7%AC%AC5%E9%81%B8%E8%88%89%E5%8D%80-4-%E5%BC%B5%E8%82%87%E8%89%AF.jpg,民主進步黨,M,52,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303148313231333733393038,,
分區立委,桃園市,第6選區,八德市 大溪鎮 復興鄉 中壢市12里,孫大千,http://g0v-data.github.io/cec-crawler/images/000-%E6%A1%83%E5%9C%92%E5%B8%82-%E7%AC%AC6%E9%81%B8%E8%88%89%E5%8D%80-4-%E5%AD%AB%E5%A4%A7%E5%8D%83.jpg,中國國民黨,M,47,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303141313230303533393634,,
分區立委,桃園市,第6選區,,趙正宇,http://g0v-data.github.io/cec-crawler/images/000-%E6%A1%83%E5%9C%92%E5%B8%82-%E7%AC%AC6%E9%81%B8%E8%88%89%E5%8D%80-2-%E8%B6%99%E6%AD%A3%E5%AE%87.jpg,民主進步黨,M,50,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303148313231313531353535,,
分區立委,新竹縣,全縣,,鄭永金,http://g0v-data.github.io/cec-crawler/images/004-%E6%96%B0%E7%AB%B9%E7%B8%A3-%E9%81%B8%E8%88%89%E5%8D%80-3-%E9%84%AD%E6%B0%B8%E9%87%91.jpg,無黨籍,M,67,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/31303430343030314a313031313430323830,24.864311,120.940889
分區立委,新竹縣,全縣,,林為洲,http://g0v-data.github.io/cec-crawler/images/004-%E6%96%B0%E7%AB%B9%E7%B8%A3-%E9%81%B8%E8%88%89%E5%8D%80-1-%E6%9E%97%E7%82%BA%E6%B4%B2.jpg,中國國民黨,M,55,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/31303430343030314a313230393737373334,24.864311,120.940889
分區立委,新竹市,全市,,柯建銘,http://g0v-data.github.io/cec-crawler/images/018-%E6%96%B0%E7%AB%B9%E5%B8%82-%E9%81%B8%E8%88%89%E5%8D%80-1-%E6%9F%AF%E5%BB%BA%E9%8A%98.jpg,民主進步黨,M,65,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/31303430343030314a313030343534323637,24.747756,120.90587
分區立委,新竹市,全市,,鄭正鈐,http://g0v-data.github.io/cec-crawler/images/018-%E6%96%B0%E7%AB%B9%E5%B8%82-%E9%81%B8%E8%88%89%E5%8D%80-9-%E9%84%AD%E6%AD%A3%E9%88%90.jpg,中國國民黨,M,47,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/31303430343030314a313230303739333836,24.747756,120.90587
分區立委,苗栗縣,第1選區,竹南鎮 造橋鄉 後龍鎮 西湖鄉 通霄鎮 銅鑼鄉 苑裡鎮 三義鄉,陳超明,http://g0v-data.github.io/cec-crawler/images/005-%E8%8B%97%E6%A0%97%E7%B8%A3-%E7%AC%AC1%E9%81%B8%E8%88%89%E5%8D%80-4-%E9%99%B3%E8%B6%85%E6%98%8E.jpg,中國國民黨,M,65,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/31303430343030314b313031343732303931,24.607995,120.736269
分區立委,苗栗縣,第1選區,,杜文卿,http://g0v-data.github.io/cec-crawler/images/005-%E8%8B%97%E6%A0%97%E7%B8%A3-%E7%AC%AC1%E9%81%B8%E8%88%89%E5%8D%80-1-%E6%9D%9C%E6%96%87%E5%8D%BF.jpg,民主進步黨,M,62,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/31303430343030314b313031323435333334,24.607995,120.736269
分區立委,苗栗縣,第2選區,頭份鎮 三灣鄉 南庄鄉 苗栗市 頭屋鄉 獅潭鄉 公館鄉 大湖鄉 泰安鄉 卓蘭鎮,吳宜臻,http://g0v-data.github.io/cec-crawler/images/005-%E8%8B%97%E6%A0%97%E7%B8%A3-%E7%AC%AC2%E9%81%B8%E8%88%89%E5%8D%80-4-%E5%90%B3%E5%AE%9C%E8%87%BB.jpg,民主進步黨,F,46,碩士,中,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/31303430343030314b323230353234333235,24.444951,120.638078
分區立委,苗栗縣,第2選區,,徐志榮,http://g0v-data.github.io/cec-crawler/images/005-%E8%8B%97%E6%A0%97%E7%B8%A3-%E7%AC%AC2%E9%81%B8%E8%88%89%E5%8D%80-2-%E5%BE%90%E5%BF%97%E6%A6%AE.jpg,中國國民黨,M,61,高中,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/31303430343030314b313031313037313739,24.444951,120.638078
分區立委,彰化縣,第1選區,伸港鄉 線西鄉 和美鎮 鹿港鎮 福興鄉 秀水鄉,王惠美,http://g0v-data.github.io/cec-crawler/images/007-%E5%BD%B0%E5%8C%96%E7%B8%A3-%E7%AC%AC1%E9%81%B8%E8%88%89%E5%8D%80-2-%E7%8E%8B%E6%83%A0%E7%BE%8E.jpg,中國國民黨,F,48,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/31303430343030314e323230343733383235,24.065577,120.37578
分區立委,彰化縣,第1選區,,陳文彬,http://g0v-data.github.io/cec-crawler/images/007-%E5%BD%B0%E5%8C%96%E7%B8%A3-%E7%AC%AC1%E9%81%B8%E8%88%89%E5%8D%80-1-%E9%99%B3%E6%96%87%E5%BD%AC.jpg,民主進步黨,M,47,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303150313231353337363330,24.065577,120.37578
分區立委,彰化縣,第2選區,彰化市 花壇鄉 芬園鄉,林滄敏,http://g0v-data.github.io/cec-crawler/images/007-%E5%BD%B0%E5%8C%96%E7%B8%A3-%E7%AC%AC2%E9%81%B8%E8%88%89%E5%8D%80-2-%E6%9E%97%E6%BB%84%E6%95%8F.jpg,中國國民黨,M,58,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/31303430343030314e313230323937383233,24.054567,120.57551
分區立委,彰化縣,第2選區,,黃秀芳,http://g0v-data.github.io/cec-crawler/images/007-%E5%BD%B0%E5%8C%96%E7%B8%A3-%E7%AC%AC2%E9%81%B8%E8%88%89%E5%8D%80-3-%E9%BB%83%E7%A7%80%E8%8A%B3.jpg,民主進步黨,F,45,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/31303430343030314e323231333031333535,24.054567,120.57551
分區立委,彰化縣,第3選區,芳苑鄉 二林鎮 埔鹽鄉 溪湖鎮 埔心鄉 大城鄉 竹塘鄉 埤頭鄉 北斗鎮 溪州鄉,鄭汝芬,http://g0v-data.github.io/cec-crawler/images/007-%E5%BD%B0%E5%8C%96%E7%B8%A3-%E7%AC%AC3%E9%81%B8%E8%88%89%E5%8D%80-2-%E9%84%AD%E6%B1%9D%E8%8A%AC.jpg,中國國民黨,F,59,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/31303430343030314e323232333231333630,23.854745,120.262483
分區立委,彰化縣,第3選區,,洪宗熠,http://g0v-data.github.io/cec-crawler/images/007-%E5%BD%B0%E5%8C%96%E7%B8%A3-%E7%AC%AC3%E9%81%B8%E8%88%89%E5%8D%80-5-%E6%B4%AA%E5%AE%97%E7%86%A0.jpg,民主進步黨,M,47,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/31303430343030314e313232333733333434,23.854745,120.262483
分區立委,彰化縣,第4選區,大村鄉 員林鎮 永靖鄉 社頭鄉 田尾鄉 田中鎮 二水鄉,陳素月,http://g0v-data.github.io/cec-crawler/images/007-%E5%BD%B0%E5%8C%96%E7%B8%A3-%E7%AC%AC4%E9%81%B8%E8%88%89%E5%8D%80-1-%E9%99%B3%E7%B4%A0%E6%9C%88.jpg,民主進步黨,F,50,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/31303430343030314d323230383130313835,23.898337,120.557305
分區立委,彰化縣,第4選區,,張錦昆,http://g0v-data.github.io/cec-crawler/images/007-%E5%BD%B0%E5%8C%96%E7%B8%A3-%E7%AC%AC4%E9%81%B8%E8%88%89%E5%8D%80-2-%E5%BC%B5%E9%8C%A6%E6%98%86.jpg,中國國民黨,M,51,專科,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/31303430343030314e313231393130343936,23.898337,120.557305
分區立委,南投縣,第1選區,草屯鎮 國姓鄉 埔里鎮 仁愛鄉 中寮鄉 魚池鄉,馬文君,http://g0v-data.github.io/cec-crawler/images/008-%E5%8D%97%E6%8A%95%E7%B8%A3-%E7%AC%AC1%E9%81%B8%E8%88%89%E5%8D%80-1-%E9%A6%AC%E6%96%87%E5%90%9B.jpg,中國國民黨,F,51,碩士,中,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/31303430343030314d323230323636353334,23.903971,120.787559
分區立委,南投縣,第1選區,,張國鑫,http://g0v-data.github.io/cec-crawler/images/008-%E5%8D%97%E6%8A%95%E7%B8%A3-%E7%AC%AC1%E9%81%B8%E8%88%89%E5%8D%80-2-%E5%BC%B5%E5%9C%8B%E9%91%AB.jpg,民主進步黨,M,55,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/31303430343030314d313230353239393138,23.903971,120.787559
分區立委,南投縣,第2選區,南投市 名間鄉 集集鎮 竹山鎮 鹿谷鄉 水里鄉 信義鄉,許淑華,http://g0v-data.github.io/cec-crawler/images/008-%E5%8D%97%E6%8A%95%E7%B8%A3-%E7%AC%AC2%E9%81%B8%E8%88%89%E5%8D%80-2-%E8%A8%B1%E6%B7%91%E8%8F%AF.jpg,中國國民黨,F,41,碩士,中,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/31303430343030314d323230313737343839,23.795344,120.860891
分區立委,南投縣,第2選區,,蔡煌瑯,http://g0v-data.github.io/cec-crawler/images/008-%E5%8D%97%E6%8A%95%E7%B8%A3-%E7%AC%AC2%E9%81%B8%E8%88%89%E5%8D%80-1-%E8%94%A1%E7%85%8C%E7%91%AF.jpg,民主進步黨,M,56,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/31303430343030314d313230323537333931,23.795344,120.860891
