104030, 2015/05/26 05:22, 5.7, 4.9, 臺東縣政府西偏北方  37.4  公里 (位於臺東縣延平鄉)
104029, 2015/05/12 07:43, 17.3, 4.7, 花蓮縣政府西偏南方  15.0  公里 (位於花蓮縣秀林鄉)
104028, 2015/05/11 16:38, 12.3, 4.9, 苗栗縣政府西方  39.2  公里 (位於臺灣西部海域)
104027, 2015/04/29 16:19, 7.4, 3.9, 花蓮縣政府北方  3.6  公里 (位於花蓮縣新城鄉)
104026, 2015/04/26 04:01, 34.8, 5.7, 花蓮縣政府東方  93.2  公里 (位於臺灣東部海域)
104025, 2015/04/20 19:59, 29.4, 6, 花蓮縣政府東方  90.8  公里 (位於臺灣東部海域)
104024, 2015/04/20 19:45, 33.9, 6.2, 花蓮縣政府東方  90.3  公里 (位於臺灣東部海域)
104023, 2015/04/20 19:20, 38.3, 5.5, 花蓮縣政府南方  36.9  公里 (位於臺灣東部海域)
104022, 2015/04/20 09:42, 30.6, 6.4, 花蓮縣政府東方  83.6  公里 (位於臺灣東部海域)
104021, 2015/04/19 07:21, 28.4, 3.7, 高雄市政府南方  20.9  公里 (位於屏東縣近海)
104020, 2015/04/16 03:48, 26.1, 4.7, 臺東縣政府東方  20.4  公里 (位於臺灣東部海域)
104019, 2015/04/14 01:13, 19.4, 4.8, 南投縣政府東方  39.9  公里 (位於南投縣仁愛鄉)
104018, 2015/04/07 15:19, 5.8, 4.1, 臺東縣政府西北方  41.8  公里 (位於臺東縣海端鄉)
104017, 2015/04/06 19:37, 79.4, 5.4, 宜蘭縣政府東偏南方  99.4  公里 (位於臺灣東部海域)
104016, 2015/04/06 04:50, 22.7, 4.4, 花蓮縣政府西偏北方  13.9  公里 (位於花蓮縣秀林鄉)
104015, 2015/03/23 18:13, 38.4, 6.2, 花蓮縣政府南方  29.8  公里 (位於臺灣東部海域)
104014, 2015/03/14 22:45, 27.4, 4.6, 宜蘭縣政府南偏東方  31.3  公里 (位於宜蘭縣近海)
104013, 2015/03/12 07:02, 93.2, 4.6, 宜蘭縣政府東偏北方  6.8  公里 (位於宜蘭縣近海)
104012, 2015/02/27 00:50, 97.6, 5.3, 宜蘭縣政府東方  55.0  公里 (位於臺灣東部海域)
104011, 2015/02/14 04:06, 27.8, 6.3, 臺東縣政府東偏南方  27.4  公里 (位於臺灣東部海域)
104010, 2015/02/12 15:35, 29.7, 4.7, 花蓮縣政府北偏東方  31.5  公里 (位於花蓮縣秀林鄉)
104009, 2015/02/07 02:27, 13.2, 3.8, 花蓮縣政府東北方  26.7  公里 (位於臺灣東部海域)
104008, 2015/02/04 16:14, 52.7, 4.7, 宜蘭縣政府西南方  22.3  公里 (位於宜蘭縣大同鄉)
104007, 2015/01/24 15:15, 11.1, 4.6, 嘉義縣政府南偏東方  29.5  公里 (位於臺南市官田區)
104006, 2015/01/18 02:40, 12.2, 4.3, 嘉義市政府南偏東方  34.7  公里 (位於臺南市楠西區)
104005, 2015/01/17 03:12, 31.4, 4.9, 宜蘭縣政府南偏東方  38.5  公里 (位於臺灣東部海域)
104004, 2015/01/16 02:33, 23.3, 4.3, 花蓮縣政府南偏西方  16.5  公里 (位於花蓮縣壽豐鄉)
104003, 2015/01/07 12:48, 30.4, 5.5, 花蓮縣政府北偏東方  30.6  公里 (位於花蓮縣秀林鄉)
104002, 2015/01/05 13:53, 73.8, 5.1, 宜蘭縣政府東方  26.2  公里 (位於臺灣東部海域)
104001, 2015/01/02 01:10, 19.8, 4.5, 花蓮縣政府南偏西方  38.1  公里 (位於花蓮縣光復鄉)
103154, 2014/12/31 15:54, 96.1, 5.6, 宜蘭縣政府東方  82.8  公里 (位於臺灣東部海域)
103153, 2014/12/31 11:06, 68.9, 5.1, 宜蘭縣政府北偏東方  10.7  公里 (位於宜蘭縣礁溪鄉)
103152, 2014/12/28 01:08, 29.7, 4.1, 花蓮縣政府北偏東方  31.1  公里 (位於花蓮縣秀林鄉)
103151, 2014/12/22 08:53, 25.3, 3.9, 宜蘭縣政府南偏東方  25.4  公里 (位於宜蘭縣近海)
103150, 2014/12/15 10:15, 25.1, 3.3, 臺中市政府東北方  23.5  公里 (位於臺中市東勢區)
103149, 2014/12/14 13:06, 43, 4.6, 臺東縣政府東北方  53.0  公里 (位於臺東縣近海)
103148, 2014/12/11 05:03, 268.6, 6.7, 基隆市政府東偏北方  93.6  公里 (位於臺灣東北部海域)
103147, 2014/12/09 21:07, 22.7, 4.1, 宜蘭縣政府東南方  48.6  公里 (位於臺灣東部海域)
103146, 2014/12/04 13:23, 6.6, 3.9, 花蓮縣政府北偏西方  43.9  公里 (位於花蓮縣秀林鄉)
103145, 2014/12/02 18:30, 70.2, 4.1, 宜蘭縣政府南偏西方  7.3  公里 (位於宜蘭縣冬山鄉)
103144, 2014/11/30 19:34, 17, 3.2, 宜蘭縣政府南方  40.3  公里 (位於宜蘭縣近海)
103143, 2014/11/30 18:53, 17, 3.8, 宜蘭縣政府南方  40.5  公里 (位於宜蘭縣近海)
103142, 2014/11/21 11:29, 71.3, 5.8, 高雄市政府南方  213.5  公里 (位於臺灣南部海域)
103141, 2014/11/20 06:37, 11.6, 4.4, 宜蘭縣政府東偏北方  33.0  公里 (位於臺灣東部海域)
103140, 2014/11/20 01:55, 13.9, 4, 宜蘭縣政府東偏北方  32.5  公里 (位於臺灣東部海域)
103139, 2014/11/20 01:46, 13.9, 5.2, 宜蘭縣政府東偏北方  35.4  公里 (位於臺灣東部海域)
103138, 2014/11/18 19:15, 7.6, 3.2, 花蓮縣政府南偏西方  35.1  公里 (位於花蓮縣近海)
103137, 2014/11/17 10:58, 17.7, 3.3, 花蓮縣政府西偏南方  15.6  公里 (位於花蓮縣秀林鄉)
103136, 2014/11/16 21:37, 6.5, 2.7, 花蓮縣政府南方  33.3  公里 (位於花蓮縣近海)
103135, 2014/11/16 21:28, 4.1, 2.5, 花蓮縣政府南方  33.5  公里 (位於花蓮縣近海)
103134, 2014/11/16 18:44, 15.5, 3.3, 臺南市政府東北方  21.2  公里 (位於臺南市山上區)
103133, 2014/11/15 23:56, 12, 3.7, 花蓮縣政府南偏西方  37.7  公里 (位於花蓮縣鳳林鎮)
103132, 2014/11/15 14:31, 27.1, 4, 臺中市政府東方  33.3  公里 (位於南投縣仁愛鄉)
103131, 2014/11/12 20:46, 6.4, 3.5, 雲林縣政府東南方  27.8  公里 (位於嘉義縣阿里山鄉)
103130, 2014/11/04 18:26, 17.1, 3.1, 臺南市政府北偏東方  25.1  公里 (位於臺南市下營區)
103129, 2014/11/01 13:44, 18.1, 4.3, 花蓮縣政府西南方  40.7  公里 (位於花蓮縣光復鄉)
103128, 2014/10/29 07:16, 9.4, 4.3, 嘉義縣政府南方  19.8  公里 (位於臺南市柳營區)
103127, 2014/10/26 12:47, 86, 5, 宜蘭縣政府東方  42.5  公里 (位於臺灣東部海域)
103126, 2014/10/23 08:53, 20.6, 4, 雲林縣政府東方  21.9  公里 (位於南投縣竹山鎮)
103125, 2014/10/13 10:53, 30.1, 3.5, 高雄市政府南偏東方  24.2  公里 (位於屏東縣近海)
103124, 2014/10/12 23:53, 25.3, 3.4, 高雄市政府南方  21.9  公里 (位於臺灣西部海域)
103123, 2014/10/10 19:43, 19, 3.5, 宜蘭縣政府南方  40.2  公里 (位於宜蘭縣近海)
103122, 2014/10/09 00:22, 19.7, 3.8, 宜蘭縣政府南偏東方  39.0  公里 (位於臺灣東部海域)
103121, 2014/10/08 02:08, 33.4, 5.2, 花蓮縣政府南方  39.3  公里 (位於花蓮縣近海)
103120, 2014/09/29 19:16, 4.9, 3.8, 花蓮縣政府北偏東方  41.0  公里 (位於宜蘭縣近海)
