type,city,district,session,name,photo,party,gender,age,education,hair,opinion,lat,lon
分區立委,雲林縣,第2選區,,劉建國,http://g0v-data.github.io/cec-crawler/images/009-%E9%9B%B2%E6%9E%97%E7%B8%A3-%E7%AC%AC2%E9%81%B8%E8%88%89%E5%8D%80-4-%E5%8A%89%E5%BB%BA%E5%9C%8B.jpg,民主進步黨,M,47,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303150313230303030313730,23.59859,120.57975
分區立委,嘉義縣,第1選區,,蔡易餘,http://g0v-data.github.io/cec-crawler/images/010-%E5%98%89%E7%BE%A9%E7%B8%A3-%E7%AC%AC1%E9%81%B8%E8%88%89%E5%8D%80-2-%E8%94%A1%E6%98%93%E9%A4%98.jpg,民主進步黨,M,35,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303151313232393534393033,23.53503,120.2378
分區立委,嘉義縣,第2選區,,陳明文,http://g0v-data.github.io/cec-crawler/images/010-%E5%98%89%E7%BE%A9%E7%B8%A3-%E7%AC%AC2%E9%81%B8%E8%88%89%E5%8D%80-1-%E9%99%B3%E6%98%8E%E6%96%87.jpg,民主進步黨,M,62,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303151313032393136363330,23.43804,120.74661
分區立委,嘉義市,全市,,李俊俋,http://g0v-data.github.io/cec-crawler/images/020-%E5%98%89%E7%BE%A9%E5%B8%82-%E9%81%B8%E8%88%89%E5%8D%80-3-%E6%9D%8E%E4%BF%8A%E4%BF%8B.jpg,民主進步黨,M,51,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303151313230303135303338,23.433,120.4486
分區立委,屏東縣,第1選區,,蘇震清,http://g0v-data.github.io/cec-crawler/images/013-%E5%B1%8F%E6%9D%B1%E7%B8%A3-%E7%AC%AC1%E9%81%B8%E8%88%89%E5%8D%80-2-%E8%98%87%E9%9C%87%E6%B8%85.jpg,民主進步黨,M,51,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303154313230383638363132,22.76605,120.84686
分區立委,屏東縣,第2選區,,鍾佳濱,http://g0v-data.github.io/cec-crawler/images/013-%E5%B1%8F%E6%9D%B1%E7%B8%A3-%E7%AC%AC2%E9%81%B8%E8%88%89%E5%8D%80-1-%E9%8D%BE%E4%BD%B3%E6%BF%B1.jpg,民主進步黨,M,51,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303145313230333033353037,22.29683,120.68756
分區立委,屏東縣,第3選區,,莊瑞雄,http://g0v-data.github.io/cec-crawler/images/013-%E5%B1%8F%E6%9D%B1%E7%B8%A3-%E7%AC%AC3%E9%81%B8%E8%88%89%E5%8D%80-3-%E8%8E%8A%E7%91%9E%E9%9B%84.jpg,民主進步黨,M,53,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303154313230393837393235,21.77243,120.81389
分區立委,台東縣,全縣,,劉櫂豪,http://g0v-data.github.io/cec-crawler/images/014-%E8%87%BA%E6%9D%B1%E7%B8%A3-%E9%81%B8%E8%88%89%E5%8D%80-2-%E5%8A%89%E6%AB%82%E8%B1%AA.jpg,民主進步黨,M,49,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303156313230303232393835,22.69011,121.23961
分區立委,花蓮縣,全縣,,蕭美琴,http://g0v-data.github.io/cec-crawler/images/015-%E8%8A%B1%E8%93%AE%E7%B8%A3-%E9%81%B8%E8%88%89%E5%8D%80-2-%E8%95%AD%E7%BE%8E%E7%90%B4.jpg,民主進步黨,F,45,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303141323330333139363133,23.51363,121.59118
分區立委,澎湖縣,全縣,,楊曜,http://g0v-data.github.io/cec-crawler/images/016-%E6%BE%8E%E6%B9%96%E7%B8%A3-%E9%81%B8%E8%88%89%E5%8D%80-2-%E6%A5%8A%E6%9B%9C.jpg,民主進步黨,M,50,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303158313230323431383832,23.59922,119.49829
分區立委,金門縣,全縣,,楊鎮浯,http://g0v-data.github.io/cec-crawler/images/020-%E9%87%91%E9%96%80%E7%B8%A3-%E9%81%B8%E8%88%89%E5%8D%80-5-%E6%A5%8A%E9%8E%AE%E6%B5%AF.jpg,中國國民黨,M,44,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303157313030333130383531,24.50214,119.35659
分區立委,連江縣,全縣,,陳雪生,http://g0v-data.github.io/cec-crawler/images/007-%E9%80%A3%E6%B1%9F%E7%B8%A3-%E9%81%B8%E8%88%89%E5%8D%80-1-%E9%99%B3%E9%9B%AA%E7%94%9F.jpg,中國國民黨,M,64,高中,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/31303430343030315a313030303038333834,25.22482,119.5697
不分區立委,,,,吳焜裕,https://twreporter.github.io/infographics/election-proportion/img/吳焜裕.png,民主進步黨,M,57,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/016,,
不分區立委,,,,吳玉琴,https://twreporter.github.io/infographics/election-proportion/img/吳玉琴.png,民主進步黨,F,52,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/017,,
不分區立委,,,,陳曼麗,https://twreporter.github.io/infographics/election-proportion/img/陳曼麗.png,民主進步黨,F,61,碩士,長,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/018,,
不分區立委,,,,顧立雄,https://twreporter.github.io/infographics/election-proportion/img/顧立雄.png,民主進步黨,M,58,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/019,,
不分區立委,,,,蔡培慧,https://twreporter.github.io/infographics/election-proportion/img/蔡培慧.png,民主進步黨,F,45,博士,中,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/020,,
不分區立委,,,,王榮璋,https://twreporter.github.io/infographics/election-proportion/img/王榮璋.png,民主進步黨,M,52,高中,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/021,,
不分區立委,,,,谷辣斯‧尤達卡Kolas Yotaka,https://twreporter.github.io/infographics/election-proportion/img/谷辣斯‧尤達卡Kolas Yotaka.png,民主進步黨,F,42,碩士,長,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/022,,
不分區立委,,,,余宛如,https://twreporter.github.io/infographics/election-proportion/img/余宛如.png,民主進步黨,F,36,碩士,中,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/023,,
不分區立委,,,,蘇嘉全,https://twreporter.github.io/infographics/election-proportion/img/蘇嘉全.png,民主進步黨,M,60,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/024,,
不分區立委,,,,段宜康,https://twreporter.github.io/infographics/election-proportion/img/段宜康.png,民主進步黨,M,53,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/025,,
不分區立委,,,,鄭麗君,https://twreporter.github.io/infographics/election-proportion/img/鄭麗君.png,民主進步黨,F,47,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/026,,
不分區立委,,,,陳其邁,https://twreporter.github.io/infographics/election-proportion/img/陳其邁.png,民主進步黨,M,52,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/027,,
不分區立委,,,,尤美女,https://twreporter.github.io/infographics/election-proportion/img/尤美女.png,民主進步黨,F,61,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/028,,
不分區立委,,,,李應元,https://twreporter.github.io/infographics/election-proportion/img/李應元.png,民主進步黨,M,63,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/029,,
不分區立委,,,,鍾孔炤,https://twreporter.github.io/infographics/election-proportion/img/鍾孔炤.png,民主進步黨,M,60,高中,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/030,,
不分區立委,,,,林靜儀,https://twreporter.github.io/infographics/election-proportion/img/林靜儀.png,民主進步黨,F,42,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/031,,
不分區立委,,,,徐國勇,https://twreporter.github.io/infographics/election-proportion/img/徐國勇.png,民主進步黨,M,58,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/032,,
不分區立委,,,,施義芳,https://twreporter.github.io/infographics/election-proportion/img/施義芳.png,民主進步黨,M,54,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/033,,
不分區立委,,,,李鴻鈞,https://twreporter.github.io/infographics/election-proportion/img/李鴻鈞.jpg,親民黨,M,57,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/090,,
不分區立委,,,,陳怡潔,https://twreporter.github.io/infographics/election-proportion/img/陳怡潔.jpg,親民黨,F,37,博士,長,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/091,,
不分區立委,,,,周陳秀霞,https://twreporter.github.io/infographics/election-proportion/img/周陳秀霞.jpg,親民黨,F,58,其他,中,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/092,,
不分區立委,,,,王金平,https://twreporter.github.io/infographics/election-proportion/img/王金平.jpg,中國國民黨,M,75,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/001,,
不分區立委,,,,柯志恩,https://twreporter.github.io/infographics/election-proportion/img/柯志恩.jpg,中國國民黨,F,54,博士,中,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/002,,
不分區立委,,,,陳宜民,https://twreporter.github.io/infographics/election-proportion/img/陳宜民.jpg,中國國民黨,M,60,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/003,,
不分區立委,,,,林麗蟬,https://twreporter.github.io/infographics/election-proportion/img/林麗蟬.jpg,中國國民黨,F,39,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/004,,
不分區立委,,,,許毓仁,https://twreporter.github.io/infographics/election-proportion/img/許毓仁.jpg,中國國民黨,M,38,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/005,,
不分區立委,,,,曾銘宗,https://twreporter.github.io/infographics/election-proportion/img/曾銘宗.png,中國國民黨,M,57,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/006,,
不分區立委,,,,黃昭順,https://twreporter.github.io/infographics/election-proportion/img/黃昭順.jpg,中國國民黨,F,63,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/007,,
不分區立委,,,,吳志揚,https://twreporter.github.io/infographics/election-proportion/img/吳志揚.jpg,中國國民黨,M,47,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/008,,
不分區立委,,,,張麗善,https://twreporter.github.io/infographics/election-proportion/img/%E5%BC%B5%E9%BA%97%E5%96%84.jpg,中國國民黨,F,52,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/009,,
不分區立委,,,,徐榛蔚,https://twreporter.github.io/infographics/election-proportion/img/徐榛蔚.jpg,中國國民黨,F,48,大學,長,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/010,,
不分區立委,,,,王育敏,,中國國民黨,F,45,碩士,中,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/012,,
不分區立委,,,,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,https://twreporter.github.io/infographics/election-proportion/img/高潞以用.jpg,時代力量,F,39,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/267,,
不分區立委,,,,徐永明,https://twreporter.github.io/infographics/election-proportion/img/徐永明.jpg,時代力量,M,50,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/268,,
平地原住民,,,,廖國棟,https://twreporter.github.io/infographics/election-proportion/img/廖國棟.jpeg,中國國民黨,M,61,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/3/313034303630303156313031313134383036,,
平地原住民,,,,鄭天財,https://twreporter.github.io/infographics/election-proportion/img/鄭天財.jpeg,中國國民黨,M,60,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/3/313034303630303155313230363839303134,,
平地原住民,,,,陳瑩,https://twreporter.github.io/infographics/election-proportion/img/陳瑩.jpeg,民主進步黨,F,44,碩士,長,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/3/313034303630303156323230303431363739,,
山地原住民,,,,高金素梅,https://twreporter.github.io/infographics/election-proportion/img/高金素梅.jpeg,無黨團結聯盟,F,51,高中,長,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/2/31303430373030314c323232303132303036,,
山地原住民,,,,孔文吉,https://twreporter.github.io/infographics/election-proportion/img/孔文吉.jpeg,中國國民黨,M,59,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/2/313034303730303142313230373031353238,,
山地原住民,,,,簡東明,https://twreporter.github.io/infographics/election-proportion/img/簡東明.jpeg,中國國民黨,M,65,專科,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/2/313034303730303154313032383835393634,,
